,movies_titles,directeur,scenaristes,pays,vedettes,synopsis,notes,budget
390,UFC 196: McGregor vs Diaz,Neil Huxley,N/A,N/A,"Corey Anderson, Siyar Bahadurzada, Chrissy Blair, Bruce Buffer","The main event sees UFC featherweight champion Conor McGregor jump up two weight classes to for a welterweight fight with Nate Diaz , and in the co-headliner, women's bantamweight champ Holly Holm meets Miesha Tate.",8.7,N/A
391,Frequency,Gregory Hoblit,Toby Emmerich,USA,"Dennis Quaid, Jim Caviezel, Shawn Doyle, Elizabeth Mitchell","A rare atmospheric phenomenon allows a New York City firefighter to communicate with his son 30 years in the future via HAM radio. The son uses this opportunity to warn the father of his impending death in a warehouse fire, and manages to save his life. However, what he does not realize is that changing history has triggered a new set of tragic events, including the murder of his mother. The two men must now work together, 30 years apart, to find the murderer before he strikes so that they can change history--again.",7.3,N/A
392,Private Gold 197: Christmas with the Family,Alex Conte,N/A,N/A,"Barra Brass, Alexis Crystal, Lexi Dona, Gina Gerson",N/A,N/A,N/A
393,Freddy Got Fingered,Tom Green,"Tom Green, Derek Harvie",USA,"Tom Green, Rip Torn, Marisa Coughlan, Eddie Kaye Thomas","Gordon, 28, an aspiring animator, leaves his home in Oregon to sell his ideas to Hollywood. After being told, correctly, that they are quite possibly the most stupid ideas ever and that he needs to spend time rethinking them, he moves back home. But his father, never a kind man, escalates his mean treatment of his rather unconventional son. Meanwhile, Gord has fallen for Betty, an attractive doctor at the hospital where his friend is staying; she happens to use a wheelchair, and to delight in having her paralyzed legs beaten with a bamboo cane; her sexual aggression intimidates him. Gord's family goes to a psychiatrist, and he lies to her that his father molests Gord's brother, Freddy; Gord neglects to mention that Freddy is 25. Soon, Gordon has the house to himself, and comes up with a winning animated series, ""Zebras in America"" based on his own family. All this is really a framework on which Tom Green hangs his usual crazy stunts.",4.6,"$13,748,199"
394,198,Josh Lunden,Josh Lunden,USA,"Cecily Crow, Kurt Conroyd, Carl Hickerson","Under the pressure of a hanging marriage proposal, a young woman attempts to avoid reality during an ill-conceived night of drinking, smoking...and bowling.",6.5,N/A
395,Frailty,Bill Paxton,Brent Hanley,"USA, Germany, Italy","Bill Paxton, Matthew McConaughey, Powers Boothe, Matt O'Leary","FBI agent Wesley Doyle is startled by the spontaneous declaration of youngster Fenton Meiks about how his father's delusions to have a divine mission as avenging angel required him and his brother Adam to become his 'demon-slaying' murder accomplices. But when Doyle accepts to be shown concealed victim graves, the plot twists in the present just as gruesomely.",7.2,"$13,076,378"
396,199 Lives: The Travis Pastrana Story,Gregg Godfrey,N/A,USA,"Andy Bell, Travis Pastrana",A documentary on extreme-sports legend Travis Pastrana.,8.2,N/A
397,From Hell,"Albert Hughes, Allen Hughes","Alan Moore (graphic novel), Eddie Campbell (graphic novel), Terry Hayes (screenplay), Rafael Yglesias (screenplay)",USA,"Johnny Depp, Heather Graham, Ian Holm, Robbie Coltrane","It is 1888 in London, and the unfortunate poor lead horrifying lives in the city's deadliest slum, Whitechapel. Harassed by gangs and forced to walk the streets for a living, Mary Kelly and her small group of companions trudge on through this daily misery, their only consolation being that things can't get any worse. Yet things somehow do when their friend Ann is kidnapped and they are drawn into a conspiracy with links higher up than they could possibly imagine. The kidnapping is soon followed by the gruesome murder of another woman, Polly, and it becomes apparent that they are being hunted down, one by one. Sinister even by Whitechapel standards, the murder grabs the attention of Inspector Fred Abberline, a brilliant yet troubled man whose police work is often aided by his psychic abilities. Abberline becomes deeply involved with the case, which takes on personal meaning to him when he and Mary begin to fall in love. But as he gets closer to the truth Whitechapel becomes more and more dangerous for Abberline, Mary, and the other girls. Whoever is responsible for the grisly acts is not going to give up his secret without a fight....will they be able to survive the avenging force that has been sent after them from hell?",6.8,"$30,692,411"
398,200 Cigarettes,Risa Bramon Garcia,Shana Larsen,USA,"Ben Affleck, Casey Affleck, Jennifer Albano, Jenni Blong","New Year's Eve, 1981, the Lower East Side. Monica's having a party, but as late as 9, no one's there. She stews (and drinks). Folks are on their way, all looking for love, sex, or both. En route, paths cross, gambits misfire: a performance artist, her boyfriend until today and his long-time pal Lucy, two Long Island high-school girls, two punk rockers, a bartender, a Scottish painter who's lousy in bed, a pretty face named Jack who runs when women say they love him, his cute but clumsy date Cindy, two trendy vamps, a loquacious cabby, the man-crazed Hillary, and Elvis Costello. Nearly everybody smokes, and nearly everybody scores. And all get who and what they deserve.",6.0,N/A
399,Friday After Next,Marcus Raboy,"Ice Cube (characters), DJ Pooh (characters), Ice Cube",USA,"Ice Cube, Mike Epps, John Witherspoon, Don 'D.C.' Curry",Craig and Day Day have finally moved out of their parents houses and into their own crib. The cousins work nights at a local mall as security guards. When their house is robbed on Christmas Eve they team up to track him down.,5.8,"$32,983,713"
400,Assume the Position 201 with Mr. Wuhl,Robert Wuhl,"Will Reiser, Rebecca Reynolds, Allan Stephan, Robert Wuhl",USA,"Robert Wuhl, Louis C.K., Jeff Greenfield, Erika Hamilton","In this second installment of comedian Robert Wuhl's take on American history, ""Professor Wuhl"" removes the wool covering the eyes of his ""students"" in an attempt to challenge some preconceptions about commonly held cultural beliefs.",8.3,N/A
401,Finding Neverland,Marc Forster,"Allan Knee (play), David Magee (screenplay)","USA, UK","Johnny Depp, Kate Winslet, Julie Christie, Radha Mitchell","1903 London. Renowned playwright J.M. Barrie (James)'s latest effort has garnered less than positive reviews, something he knew would be the case even before the play's mounting. This failure places pressure on James to write another play quickly as impresario Charles Frohman needs another to replace the failure to keep his theater viable. Out for a walk with his dog in part to let his creative juices flow, James stumbles upon the Llewelyn Davies family: recently widowed Sylvia Llewelyn Davies (the daughter of now deceased author George L. Du Maurier) and her four adolescent sons. James and the family members become friends, largely based on he and the boys being able to foster in each other the imagination of children, James just being the biggest among them in this regard. Sylvia also welcomes James into their lives, he who becomes an important and integral part of it. Among the six of them, the only one who does not want to partake is Sylvia's third, Peter Llewelyn Davies, who is still grieving the reality of their lives, where his father was there one day planning an outing for the family, and gone the next. Two other people who don't appreciate James in the Llewelyn Davies' lives are: his wife, Mary Barrie, who always feels the need to be the responsible one in their relationship and who feels threatened by his friendship with an unmarried woman; and Emma du Maurier, Sylvia's overbearing mother, who sees him as an obstacle to Sylvia moving on with her life with another potential husband, and an impediment to maintaining discipline within the boys. James still hopes to bring Peter out of his self-imposed shell, but in the process comes up with an idea for another play based on an amalgam of himself and Peter, that play which eventually becomes what Charles sees as a largely unmountable and thus doomed production called ""Peter Pan"". This process of helping Peter could take a step backward when it looks like Sylvia may imminently befall a similar fate to that of her late husband.",7.7,N/A
402,UFC 202: Diaz vs. McGregor 2,N/A,N/A,USA,"Donald Cerrone, Derek Cleary, Nate Diaz, Sabah Homasi","After suffering a defeat at the hands of short notice opponent Nate Diaz at UFC 196, UFC Featherweight Champion Conor McGregor seeks to avenge his loss at the T-Mobile Arena in Las Vegas, in a five round welterweight rematch with Diaz.",8.9,N/A
403,Fantastic Four,Tim Story,"Mark Frost, Michael France, Stan Lee (Marvel comic book), Jack Kirby (Marvel comic book)","USA, Germany","Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis","Reed Richards, a brilliant but timid and bankrupt scientist, is convinced that evolution can be triggered by clouds of cosmic energy, and has calculated that Earth is going to pass one of these clouds soon. Together with his friend and partner, the gruff yet gentle astronaut muscle-man Ben Grimm, Reed convinces his conceited MIT classmate Dr. Victor Von Doom, now CEO of his own enterprise, to allow him access to his privately-owned space station. Von Doom agrees in exchange for control over the experiment and a majority of the profits from whatever benefits it brings. He thus brings aboard Susan Storm, his shy, though assertive chief genetics researcher and a former lover of Reed's with whom she had an acrimonious break-up, and her diametrically opposed brother Johnny, the maverick and hot-headed playboy pilot. The astronauts make it home intact; however, before long they begin to mutate, developing strange and amazing powers as a result of their exposure to the cloud! Reed is able to stretch like rubber; Sue can turn invisible and create force fields, especially when angered; Johnny can produce fire at supernova temperatures, and is able to fly; and Ben is transformed into ""The Thing"", a large, rock-like creature with super strength. After Ben, brooding about his situation on the Brooklyn Bridge, inadvertently causes a major traffic pile-up whilst attempting to stop a man about to commit suicide, the four manage to use their powers to prevent any loss of life and to rescue a fire truck and its crew from falling off the bridge in a resulting explosion. The media dubs the team the 'Fantastic Four', and whilst Johnny eagerly embraces his powers and new life, Ben - the most heavily disfigured - particularly suffers from his transformation; his disfigurement has caused his fiancée to abandon him and has seen him shunned and feared by much of New York. Blaming himself, Reed vows to return Ben to his human form, and he, Sue and Ben work on a cure, constructing a healing chamber in Reed's high tech Baxter Building loft-turned-laboratory. During this time, Reed and Susan begin to grow close once again, and Susan admits that she is not interested in Victor, but ended their relationship because Reed feared to commit, thinking only in terms of variables. Unknown to the others, however, Victor's body is also mutating; he is turning into organic metal capable of absorbing and manipulating electrical energy known as Doctor Doom. As a result of the disastrous expedition, his company is going bankrupt and he is losing public stature; blaming Reed for his misfortunes, Victor swears revenge. And Reed, Ben, Susan, and Johnny must defeat Victor Von Doom and foil his evil plans once and for all.",5.7,"$154,485,963"
